character	code_point	readings	tier	references	details
𠩴	U+20A74	xià	cns11643	CNS-20260805:15-2E3B	內政部戶政用字(《CNS 11643》96年公布)
𠩸	U+20A78	kuì	cns11643	CNS-20260805:6-3D60	異體國字字表(《CNS 11643》96年公布)
𠩹	U+20A79	sǒu	cns11643	CNS-20260805:6-3D5B	異體國字字表(《CNS 11643》96年公布)
𠩻	U+20A7B	duàn	cns11643	CNS-20260805:6-3D5F	異體國字字表(《CNS 11643》96年公布)
𠩼	U+20A7C	dào	cns11643	CNS-20260805:6-3D5C	異體國字字表(《CNS 11643》96年公布)
𠩽	U+20A7D	shù	cns11643	CNS-20260805:6-3D5D	異體國字字表(《CNS 11643》96年公布)
𠩾	U+20A7E	qiū	cns11643	CNS-20260805:15-333D	內政部戶政用字(《CNS 11643》96年公布)
𠪅	U+20A85	duàn	cns11643	CNS-20260805:10-2964	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠪆	U+20A86	jué	cns11643	CNS-20260805:4-3066	罕用國字標準字體表(《CNS 11643》96年公布)
𠪈	U+20A88	kè	cns11643	CNS-20260805:6-467C	異體國字字表(《CNS 11643》96年公布)
𠪉	U+20A89	cuó	cns11643	CNS-20260805:6-467A	異體國字字表(《CNS 11643》96年公布)
𠪊	U+20A8A	lián	cns11643	CNS-20260805:4-3653	異體國字字表(《CNS 11643》96年公布)
𠪍	U+20A8D	yōu	cns11643	CNS-20260805:6-467D	異體國字字表(《CNS 11643》96年公布)
𠪏	U+20A8F	jué	cns11643	CNS-20260805:6-467E	異體國字字表(《CNS 11643》96年公布)
𠪓	U+20A93	nǔ	cns11643	CNS-20260805:6-5124	異體國字字表(《CNS 11643》96年公布)
𠪖	U+20A96	lì	cns11643	CNS-20260805:15-4051	內政部戶政用字(《CNS 11643》96年公布)
𠪛	U+20A9B	shù	cns11643	CNS-20260805:6-5B34	異體國字字表(《CNS 11643》96年公布)
𠪜	U+20A9C	shù	cns11643	CNS-20260805:6-5B37	異體國字字表(《CNS 11643》96年公布)
𠪝	U+20A9D	diàn	cns11643	CNS-20260805:6-5B33	異體國字字表(《CNS 11643》96年公布)
𠪞	U+20A9E	xí cù cuò	cns11643	CNS-20260805:6-5B38	異體國字字表(《CNS 11643》96年公布)
𠪠	U+20AA0	yuè	cns11643	CNS-20260805:15-466D	內政部戶政用字(《CNS 11643》96年公布)
𠪡	U+20AA1	tú	cns11643	CNS-20260805:10-2967	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠪢	U+20AA2	qīn	cns11643	CNS-20260805:15-466E	內政部戶政用字(《CNS 11643》96年公布)
𠪤	U+20AA4	shù	cns11643	CNS-20260805:6-5B36	異體國字字表(《CNS 11643》96年公布)
𠪥	U+20AA5	yuán yuàn	cns11643	CNS-20260805:6-5B39	異體國字字表(《CNS 11643》96年公布)
𠪦	U+20AA6	kè qiè	cns11643	CNS-20260805:6-5B3B	異體國字字表(《CNS 11643》96年公布)
𠪪	U+20AAA	chuí zuī	cns11643	CNS-20260805:6-5B3A	異體國字字表(《CNS 11643》96年公布)
𠪯	U+20AAF	yáo	cns11643	CNS-20260805:5-4C30	罕用國字標準字體表(《CNS 11643》96年公布)
𠪰	U+20AB0	yuàn	cns11643	CNS-20260805:7-2144	異體國字字表(《CNS 11643》96年公布)
𠪵	U+20AB5	dǒng	cns11643	CNS-20260805:15-4D6D	內政部戶政用字(《CNS 11643》96年公布)
𠪼	U+20ABC	jué	cns11643	CNS-20260805:7-2C52	異體國字字表(《CNS 11643》96年公布)
𠪽	U+20ABD	yóu	cns11643	CNS-20260805:15-5359	內政部戶政用字(《CNS 11643》96年公布)
𠪾	U+20ABE	lì	cns11643	CNS-20260805:15-535A	內政部戶政用字(《CNS 11643》96年公布)
𠫀	U+20AC0	bì	cns11643	CNS-20260805:15-5E39	內政部戶政用字(《CNS 11643》96年公布)
𠫁	U+20AC1	yǎo	cns11643	CNS-20260805:15-5E3A	內政部戶政用字(《CNS 11643》96年公布)
𠫇	U+20AC7	tīng	cns11643	CNS-20260805:15-647C	內政部戶政用字(《CNS 11643》96年公布)
𠫈	U+20AC8	jì	cns11643	CNS-20260805:7-4E27	異體國字字表(《CNS 11643》96年公布)
𠫋	U+20ACB	sū	cns11643	CNS-20260805:10-2978	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠫍	U+20ACD	xì xiè	cns11643	CNS-20260805:10-2979	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠫎	U+20ACE	chū	cns11643	CNS-20260805:7-5E50	異體國字字表(《CNS 11643》96年公布)
𠫐	U+20AD0	yuán yuàn	cns11643	CNS-20260805:7-6533	異體國字字表(《CNS 11643》96年公布)
𠫑	U+20AD1	biāo piāo	cns11643	CNS-20260805:10-297B	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠫒	U+20AD2	yuán	cns11643	CNS-20260805:7-6633	異體國字字表(《CNS 11643》96年公布)
𠫔	U+20AD4	gōng	cns11643	CNS-20260805:6-213C	異體國字字表(《CNS 11643》96年公布)
𠫕	U+20AD5	mù jù	cns11643	CNS-20260805:6-213D	異體國字字表(《CNS 11643》96年公布)
𠫖	U+20AD6	gōng	cns11643	CNS-20260805:10-297C	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠫗	U+20AD7	róu	cns11643	CNS-20260805:6-215D	異體國字字表(《CNS 11643》96年公布)
𠫙	U+20AD9	qiōng qióng	cns11643	CNS-20260805:6-2252	異體國字字表(《CNS 11643》96年公布)
𠫚	U+20ADA	móu	cns11643	CNS-20260805:6-2251	異體國字字表(《CNS 11643》96年公布)
𠫞	U+20ADE	duì yuè	cns11643	CNS-20260805:4-224A	異體國字字表(《CNS 11643》96年公布)
𠫟	U+20ADF	qù	cns11643	CNS-20260805:6-2423	異體國字字表(《CNS 11643》96年公布)
𠫢	U+20AE2	zhuān	cns11643	CNS-20260805:15-222E	內政部戶政用字(《CNS 11643》96年公布)
𠫤	U+20AE4	lìn	cns11643	CNS-20260805:4-2249	異體國字字表(《CNS 11643》96年公布)
𠫦	U+20AE6	dì	cns11643	CNS-20260805:6-2640	異體國字字表(《CNS 11643》96年公布)
𠫧	U+20AE7	bǐng	cns11643	CNS-20260805:15-2340	內政部戶政用字(《CNS 11643》96年公布)
𠫫	U+20AEB	huā huá huà	cns11643	CNS-20260805:6-2A2D	異體國字字表(《CNS 11643》96年公布)
𠫬	U+20AEC	yōu	cns11643	CNS-20260805:6-2A2E	異體國字字表(《CNS 11643》96年公布)
𠫯	U+20AEF	léi lěi lèi luǒ	cns11643	CNS-20260805:10-2A27	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠫰	U+20AF0	shēn cān cán cēn sān	cns11643	CNS-20260805:6-2F47	異體國字字表(《CNS 11643》96年公布)
𠫱	U+20AF1	zhāi	cns11643	CNS-20260805:6-2F48	異體國字字表(《CNS 11643》96年公布)
𠫲	U+20AF2	jué	cns11643	CNS-20260805:10-2A28	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠫳	U+20AF3	jí	cns11643	CNS-20260805:4-2856	罕用國字標準字體表(《CNS 11643》96年公布)
𠫴	U+20AF4	shǎo	cns11643	CNS-20260805:15-294F	內政部戶政用字(《CNS 11643》96年公布)
𠫽	U+20AFD	sā	cns11643	CNS-20260805:10-2A2D	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠬀	U+20B00	xù chù	cns11643	CNS-20260805:6-4722	異體國字字表(《CNS 11643》96年公布)
𠬁	U+20B01	fèn	cns11643	CNS-20260805:6-4724	異體國字字表(《CNS 11643》96年公布)
𠬂	U+20B02	jiǎ	cns11643	CNS-20260805:6-4D62	異體國字字表(《CNS 11643》96年公布)
𠬄	U+20B04	sān	cns11643	CNS-20260805:15-3956	內政部戶政用字(《CNS 11643》96年公布)
𠬇	U+20B07	jǔ qì	cns11643	CNS-20260805:6-5125	異體國字字表(《CNS 11643》96年公布)
𠬍	U+20B0D	jùn	cns11643	CNS-20260805:10-2A33	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠬎	U+20B0E	jī	cns11643	CNS-20260805:6-5B3C	異體國字字表(《CNS 11643》96年公布)
𠬏	U+20B0F	wǎng	cns11643	CNS-20260805:15-466F	內政部戶政用字(《CNS 11643》96年公布)
𠬑	U+20B11	qù	cns11643	CNS-20260805:7-2145	異體國字字表(《CNS 11643》96年公布)
𠬗	U+20B17	yí	cns11643	CNS-20260805:15-5957	內政部戶政用字(《CNS 11643》96年公布)
𠬚	U+20B1A	guǐ	cns11643	CNS-20260805:6-2160	異體國字字表(《CNS 11643》96年公布)
𠬞	U+20B1E	gǒng	cns11643	CNS-20260805:6-2162	異體國字字表(《CNS 11643》96年公布)
𠬟	U+20B1F	gōng	cns11643	CNS-20260805:6-215F	異體國字字表(《CNS 11643》96年公布)
𠬡	U+20B21	fǎn fàn	cns11643	CNS-20260805:6-2255	異體國字字表(《CNS 11643》96年公布)
𠬥	U+20B25	tāo	cns11643	CNS-20260805:6-2256	異體國字字表(《CNS 11643》96年公布)
𠬦	U+20B26	náo	cns11643	CNS-20260805:5-215F	罕用國字標準字體表(《CNS 11643》96年公布)
𠬧	U+20B27	shōu	cns11643	CNS-20260805:6-2253	異體國字字表(《CNS 11643》96年公布)
𠬨	U+20B28	fú jié	cns11643	CNS-20260805:6-2254	異體國字字表(《CNS 11643》96年公布)
𠬭	U+20B2D	guài	cns11643	CNS-20260805:6-2426	異體國字字表(《CNS 11643》96年公布)
𠬯	U+20B2F	xī	cns11643	CNS-20260805:6-2427	異體國字字表(《CNS 11643》96年公布)
𠬰	U+20B30	xī	cns11643	CNS-20260805:10-2A3B	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠬱	U+20B31	pí	cns11643	CNS-20260805:6-2644	異體國字字表(《CNS 11643》96年公布)
𠬲	U+20B32	sōu sǒu	cns11643	CNS-20260805:6-2642	異體國字字表(《CNS 11643》96年公布)
𠬷	U+20B37	wǔ	cns11643	CNS-20260805:15-2344	內政部戶政用字(《CNS 11643》96年公布)
𠬸	U+20B38	mò	cns11643	CNS-20260805:4-2350	異體國字字表(《CNS 11643》96年公布)
𠬹	U+20B39	xī	cns11643	CNS-20260805:6-2A31	異體國字字表(《CNS 11643》96年公布)
𠬺	U+20B3A	yǒu	cns11643	CNS-20260805:6-2A2F	異體國字字表(《CNS 11643》96年公布)
𠬽	U+20B3D	yè	cns11643	CNS-20260805:15-256F	內政部戶政用字(《CNS 11643》96年公布)
𠭀	U+20B40	rě ruò	cns11643	CNS-20260805:6-2F4A	異體國字字表(《CNS 11643》96年公布)
𠭁	U+20B41	dé de dǎi děi	cns11643	CNS-20260805:6-2F4C	異體國字字表(《CNS 11643》96年公布)
𠭂	U+20B42	jiāo jiào xiào	cns11643	CNS-20260805:6-2F4B	異體國字字表(《CNS 11643》96年公布)
𠭃	U+20B43	jiān qiān xián	cns11643	CNS-20260805:6-2F49	異體國字字表(《CNS 11643》96年公布)
𠭄	U+20B44	shù	cns11643	CNS-20260805:15-2951	內政部戶政用字(《CNS 11643》96年公布)
𠭅	U+20B45	zhèng	cns11643	CNS-20260805:15-2952	內政部戶政用字(《CNS 11643》96年公布)
𠭇	U+20B47	mǔ	cns11643	CNS-20260805:6-3272	異體國字字表(《CNS 11643》96年公布)
𠭍	U+20B4D	gēng gèng jīng	cns11643	CNS-20260805:6-3579	異體國字字表(《CNS 11643》96年公布)
𠭑	U+20B51	qí	cns11643	CNS-20260805:15-2E3D	內政部戶政用字(《CNS 11643》96年公布)
𠭒	U+20B52	màn	cns11643	CNS-20260805:15-2E3E	內政部戶政用字(《CNS 11643》96年公布)
𠭔	U+20B54	bǎn	cns11643	CNS-20260805:6-3C67	異體國字字表(《CNS 11643》96年公布)
𠭕	U+20B55	zòu	cns11643	CNS-20260805:6-3D66	異體國字字表(《CNS 11643》96年公布)
𠭖	U+20B56	gǎn	cns11643	CNS-20260805:6-3D68	異體國字字表(《CNS 11643》96年公布)
𠭘	U+20B58	jǐng	cns11643	CNS-20260805:5-3133	罕用國字標準字體表(《CNS 11643》96年公布)
𠭚	U+20B5A	rě ruò	cns11643	CNS-20260805:6-3D63	異體國字字表(《CNS 11643》96年公布)
𠭞	U+20B5E	rě ruò	cns11643	CNS-20260805:6-3D62	異體國字字表(《CNS 11643》96年公布)
𠭢	U+20B62	jǐng	cns11643	CNS-20260805:10-2A3F	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠭣	U+20B63	tún	cns11643	CNS-20260805:6-3D67	異體國字字表(《CNS 11643》96年公布)
𠭦	U+20B66	bào	cns11643	CNS-20260805:5-366D	罕用國字標準字體表(《CNS 11643》96年公布)
𠭧	U+20B67	shòu	cns11643	CNS-20260805:6-4727	異體國字字表(《CNS 11643》96年公布)
𠭨	U+20B68	sāng	cns11643	CNS-20260805:6-4725	異體國字字表(《CNS 11643》96年公布)
𠭩	U+20B69	yōu	cns11643	CNS-20260805:15-333E	內政部戶政用字(《CNS 11643》96年公布)
𠭫	U+20B6B	jì	cns11643	CNS-20260805:15-3958	內政部戶政用字(《CNS 11643》96年公布)
𠭬	U+20B6C	jī	cns11643	CNS-20260805:15-3959	內政部戶政用字(《CNS 11643》96年公布)
𠭮	U+20B6E	jǐng	cns11643	CNS-20260805:6-4726	異體國字字表(《CNS 11643》96年公布)
𠭲	U+20B72	yáng	cns11643	CNS-20260805:6-5128	異體國字字表(《CNS 11643》96年公布)
𠭷	U+20B77	lí	cns11643	CNS-20260805:10-2A41	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠭼	U+20B7C	jùn ruǎn	cns11643	CNS-20260805:6-5B3E	異體國字字表(《CNS 11643》96年公布)
𠭽	U+20B7D	yì	cns11643	CNS-20260805:10-2A44	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠭾	U+20B7E	sì	cns11643	CNS-20260805:6-5B3D	異體國字字表(《CNS 11643》96年公布)
𠮂	U+20B82	fú	cns11643	CNS-20260805:15-4D55	內政部戶政用字(《CNS 11643》96年公布)
𠮄	U+20B84	zhuó	cns11643	CNS-20260805:5-4C34	罕用國字標準字體表(《CNS 11643》96年公布)
𠮇	U+20B87	sì	cns11643	CNS-20260805:7-2C55	異體國字字表(《CNS 11643》96年公布)
𠮉	U+20B89	ruì	cns11643	CNS-20260805:3-5039	異體國字字表(《CNS 11643》96年公布)
𠮋	U+20B8B	qù	cns11643	CNS-20260805:7-2C54	異體國字字表(《CNS 11643》96年公布)
𠮍	U+20B8D	sōu	cns11643	CNS-20260805:7-3729	異體國字字表(《CNS 11643》96年公布)
𠮐	U+20B90	zhú	cns11643	CNS-20260805:4-5A6F	罕用國字標準字體表(《CNS 11643》96年公布)
𠮒	U+20B92	xiāng zhuó	cns11643	CNS-20260805:7-4631	異體國字字表(《CNS 11643》96年公布)
𠮓	U+20B93	biàn	cns11643	CNS-20260805:4-6631	異體國字字表(《CNS 11643》96年公布)
𠮔	U+20B94	lì	cns11643	CNS-20260805:15-6745	內政部戶政用字(《CNS 11643》96年公布)
𠮗	U+20B97	luán luàn	cns11643	CNS-20260805:7-5E51	異體國字字表(《CNS 11643》96年公布)
𠮘	U+20B98	zhāi	cns11643	CNS-20260805:7-5E52	異體國字字表(《CNS 11643》96年公布)
𠮚	U+20B9A	gān kǒu	cns11643	CNS-20260805:6-2164	異體國字字表(《CNS 11643》96年公布)
𠮛	U+20B9B	zhǐ	cns11643	CNS-20260805:4-2147	異體國字字表(《CNS 11643》96年公布)
𠮝	U+20B9D	mī	cns11643	CNS-20260805:15-2136	內政部戶政用字(《CNS 11643》96年公布)
𠮞	U+20B9E	xū yǔ yù	cns11643	CNS-20260805:6-2163	異體國字字表(《CNS 11643》96年公布)
𠮢	U+20BA2	yòu	cns11643	CNS-20260805:6-2258	異體國字字表(《CNS 11643》96年公布)
𠮣	U+20BA3	wú yú	cns11643	CNS-20260805:6-225E	異體國字字表(《CNS 11643》96年公布)
𠮤	U+20BA4	hàn	cns11643	CNS-20260805:6-225A	異體國字字表(《CNS 11643》96年公布)
𠮥	U+20BA5	zhào shào	cns11643	CNS-20260805:6-225D	異體國字字表(《CNS 11643》96年公布)
𠮦	U+20BA6	zhào shào	cns11643	CNS-20260805:6-2257	異體國字字表(《CNS 11643》96年公布)
𠮧	U+20BA7	jiào xuān	cns11643	CNS-20260805:6-2242	異體國字字表(《CNS 11643》96年公布)
𠮬	U+20BAC	qiú róu yōu	cns11643	CNS-20260805:6-242D	異體國字字表(《CNS 11643》96年公布)
𠮮	U+20BAE	guā hòu huá	cns11643	CNS-20260805:6-242E	異體國字字表(《CNS 11643》96年公布)
𠮱	U+20BB1	xū yú yù	cns11643	CNS-20260805:4-2250	異體國字字表(《CNS 11643》96年公布)
𠮲	U+20BB2	xū	cns11643	CNS-20260805:6-242C	異體國字字表(《CNS 11643》96年公布)
𠮶	U+20BB6	gě	cns11643	CNS-20260805:10-2A49	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠮷	U+20BB7	jí	cns11643	CNS-20260805:6-2428	異體國字字表(《CNS 11643》96年公布)
𠮸	U+20BB8	kǒu	cns11643	CNS-20260805:15-222F	內政部戶政用字(《CNS 11643》96年公布)
𠮹	U+20BB9	cái	cns11643	CNS-20260805:15-2230	內政部戶政用字(《CNS 11643》96年公布)
𠮻	U+20BBB	jiǔ	cns11643	CNS-20260805:15-2234	內政部戶政用字(《CNS 11643》96年公布)
𠯆	U+20BC6	nǚ	cns11643	CNS-20260805:15-2233	內政部戶政用字(《CNS 11643》96年公布)
𠯊	U+20BCA	xū	cns11643	CNS-20260805:6-242B	異體國字字表(《CNS 11643》96年公布)
𠯌	U+20BCC	lìn	cns11643	CNS-20260805:6-264F	異體國字字表(《CNS 11643》96年公布)
𠯎	U+20BCE	jǐ	cns11643	CNS-20260805:6-264D	異體國字字表(《CNS 11643》96年公布)
𠯏	U+20BCF	jí chī	cns11643	CNS-20260805:6-264C	異體國字字表(《CNS 11643》96年公布)
𠯒	U+20BD2	huā huà	cns11643	CNS-20260805:4-235D	異體國字字表(《CNS 11643》96年公布)
𠯕	U+20BD5	shé shén shèn	cns11643	CNS-20260805:6-2648	異體國字字表(《CNS 11643》96年公布)
𠯖	U+20BD6	hàn	cns11643	CNS-20260805:4-2357	罕用國字標準字體表(《CNS 11643》96年公布)
𠯛	U+20BDB	lìn	cns11643	CNS-20260805:5-2359	罕用國字標準字體表(《CNS 11643》96年公布)
𠯝	U+20BDD	dǐ	cns11643	CNS-20260805:5-2355	罕用國字標準字體表(《CNS 11643》96年公布)
𠯞	U+20BDE	dǐ	cns11643	CNS-20260805:6-2647	異體國字字表(《CNS 11643》96年公布)
𠯡	U+20BE1	chī	cns11643	CNS-20260805:5-235C	罕用國字標準字體表(《CNS 11643》96年公布)
𠯣	U+20BE3	zú	cns11643	CNS-20260805:15-2345	內政部戶政用字(《CNS 11643》96年公布)
𠯤	U+20BE4	jiǎng jǐng	cns11643	CNS-20260805:15-2346	內政部戶政用字(《CNS 11643》96年公布)
𠯥	U+20BE5	cuì	cns11643	CNS-20260805:15-2347	內政部戶政用字(《CNS 11643》96年公布)
𠯦	U+20BE6	chè	cns11643	CNS-20260805:15-234A	內政部戶政用字(《CNS 11643》96年公布)
𠯨	U+20BE8	fēn	cns11643	CNS-20260805:15-234C	內政部戶政用字(《CNS 11643》96年公布)
𠯬	U+20BEC	jié	cns11643	CNS-20260805:6-264B	異體國字字表(《CNS 11643》96年公布)
𠯸	U+20BF8	tīng	cns11643	CNS-20260805:10-2A5F	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠯿	U+20BFF	liū lù	cns11643	CNS-20260805:10-2A66	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠰂	U+20C02	wán	cns11643	CNS-20260805:10-2A69	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠰊	U+20C0A	pì	cns11643	CNS-20260805:6-2A36	異體國字字表(《CNS 11643》96年公布)
𠰌	U+20C0C	mò	cns11643	CNS-20260805:5-2544	罕用國字標準字體表(《CNS 11643》96年公布)
𠰎	U+20C0E	pí	cns11643	CNS-20260805:6-2A34	異體國字字表(《CNS 11643》96年公布)
𠰒	U+20C12	rě	cns11643	CNS-20260805:4-2561	罕用國字標準字體表(《CNS 11643》96年公布)
𠰔	U+20C14	móu	cns11643	CNS-20260805:6-2A33	異體國字字表(《CNS 11643》96年公布)
𠰗	U+20C17	hū	cns11643	CNS-20260805:6-2A3B	異體國字字表(《CNS 11643》96年公布)
𠰘	U+20C18	háo	cns11643	CNS-20260805:5-2548	罕用國字標準字體表(《CNS 11643》96年公布)
𠰙	U+20C19	zá	cns11643	CNS-20260805:5-254B	罕用國字標準字體表(《CNS 11643》96年公布)
𠰝	U+20C1D	xì	cns11643	CNS-20260805:5-254E	罕用國字標準字體表(《CNS 11643》96年公布)
𠰞	U+20C1E	fòu fù	cns11643	CNS-20260805:6-2A3D	異體國字字表(《CNS 11643》96年公布)
𠰠	U+20C20	jù	cns11643	CNS-20260805:10-2A6E	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠰢	U+20C22	bàn	cns11643	CNS-20260805:15-2570	內政部戶政用字(《CNS 11643》96年公布)
𠰣	U+20C23	bǐ bié	cns11643	CNS-20260805:15-2572	內政部戶政用字(《CNS 11643》96年公布)
𠰤	U+20C24	fāng	cns11643	CNS-20260805:15-2573	內政部戶政用字(《CNS 11643》96年公布)
𠰥	U+20C25	ruò	cns11643	CNS-20260805:15-2574	內政部戶政用字(《CNS 11643》96年公布)
𠰦	U+20C26	hé hàn	cns11643	CNS-20260805:15-2575	內政部戶政用字(《CNS 11643》96年公布)
𠰧	U+20C27	yù	cns11643	CNS-20260805:15-2576	內政部戶政用字(《CNS 11643》96年公布)
𠰨	U+20C28	é	cns11643	CNS-20260805:15-2577	內政部戶政用字(《CNS 11643》96年公布)
𠰩	U+20C29	yòng	cns11643	CNS-20260805:15-2578	內政部戶政用字(《CNS 11643》96年公布)
𠰪	U+20C2A	zhèng	cns11643	CNS-20260805:15-2579	內政部戶政用字(《CNS 11643》96年公布)
𠰫	U+20C2B	chūn	cns11643	CNS-20260805:15-257A	內政部戶政用字(《CNS 11643》96年公布)
𠰬	U+20C2C	yóu	cns11643	CNS-20260805:15-257D	內政部戶政用字(《CNS 11643》96年公布)
𠰭	U+20C2D	mǎo	cns11643	CNS-20260805:15-257E	內政部戶政用字(《CNS 11643》96年公布)
𠰮	U+20C2E	shēng	cns11643	CNS-20260805:15-2621	內政部戶政用字(《CNS 11643》96年公布)
𠰯	U+20C2F	cōng	cns11643	CNS-20260805:15-2622	內政部戶政用字(《CNS 11643》96年公布)
𠰰	U+20C30	dài	cns11643	CNS-20260805:15-2623	內政部戶政用字(《CNS 11643》96年公布)
𠰱	U+20C31	zhì	cns11643	CNS-20260805:10-2A6F	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠰲	U+20C32	shù	cns11643	CNS-20260805:5-2546	罕用國字標準字體表(《CNS 11643》96年公布)
𠰳	U+20C33	bǐng	cns11643	CNS-20260805:10-2A70	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠰵	U+20C35	fū	cns11643	CNS-20260805:6-2A35	異體國字字表(《CNS 11643》96年公布)
𠰶	U+20C36	wáng	cns11643	CNS-20260805:5-2543	罕用國字標準字體表(《CNS 11643》96年公布)
𠰸	U+20C38	yè yān yàn	cns11643	CNS-20260805:6-2A38	異體國字字表(《CNS 11643》96年公布)
𠰿	U+20C3F	yǒng	cns11643	CNS-20260805:6-2A37	異體國字字表(《CNS 11643》96年公布)
𠱂	U+20C42	tū	cns11643	CNS-20260805:10-2A7A	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𠱃	U+20C43	niè āo	cns11643	CNS-20260805:10-2A7B	CJK認同表意文字延伸B(《CNS 11643》96年公布)
