character	code_point	reason
𪄚	U+2A11A	no accepted official reading
𪄡	U+2A121	no accepted official reading
𪄤	U+2A124	no accepted official reading
𪄥	U+2A125	no accepted official reading
𪄦	U+2A126	no accepted official reading
𪄧	U+2A127	no accepted official reading
𪄨	U+2A128	no accepted official reading
𪅐	U+2A150	no accepted official reading
𪅠	U+2A160	no accepted official reading
𪅣	U+2A163	no accepted official reading
𪅤	U+2A164	no accepted official reading
𪅦	U+2A166	no accepted official reading
𪅧	U+2A167	no accepted official reading
𪅨	U+2A168	no accepted official reading
𪅩	U+2A169	no accepted official reading
𪅪	U+2A16A	no accepted official reading
𪅫	U+2A16B	no accepted official reading
𪅭	U+2A16D	no accepted official reading
𪆎	U+2A18E	no accepted official reading
𪆐	U+2A190	no accepted official reading
𪆒	U+2A192	no accepted official reading
𪆓	U+2A193	no accepted official reading
𪆘	U+2A198	no accepted official reading
𪆣	U+2A1A3	no accepted official reading
𪆤	U+2A1A4	no accepted official reading
𪆥	U+2A1A5	no accepted official reading
𪆦	U+2A1A6	no accepted official reading
𪆧	U+2A1A7	no accepted official reading
𪇋	U+2A1CB	no accepted official reading
𪇌	U+2A1CC	no accepted official reading
𪇍	U+2A1CD	no accepted official reading
𪇎	U+2A1CE	no accepted official reading
𪇏	U+2A1CF	no accepted official reading
𪇐	U+2A1D0	no accepted official reading
𪇟	U+2A1DF	no accepted official reading
𪇤	U+2A1E4	no accepted official reading
𪇨	U+2A1E8	no accepted official reading
𪇩	U+2A1E9	no accepted official reading
𪇪	U+2A1EA	no accepted official reading
𪇫	U+2A1EB	no accepted official reading
𪈂	U+2A202	no accepted official reading
𪈠	U+2A220	no accepted official reading
𪈾	U+2A23E	no accepted official reading
𪉁	U+2A241	no accepted official reading
𪉇	U+2A247	no accepted official reading
𪉓	U+2A253	no accepted official reading
𪉥	U+2A265	no accepted official reading
𪉴	U+2A274	no accepted official reading
𪉽	U+2A27D	no accepted official reading
𪊅	U+2A285	no accepted official reading
𪊒	U+2A292	no accepted official reading
𪊝	U+2A29D	no accepted official reading
𪊟	U+2A29F	no accepted official reading
𪊣	U+2A2A3	no accepted official reading
𪊮	U+2A2AE	no accepted official reading
𪋟	U+2A2DF	no accepted official reading
𪍊	U+2A34A	no accepted official reading
𪎑	U+2A391	no accepted official reading
𪎙	U+2A399	no accepted official reading
𪎩	U+2A3A9	no accepted official reading
𪎱	U+2A3B1	no accepted official reading
𪎷	U+2A3B7	no accepted official reading
𪎼	U+2A3BC	no accepted official reading
𪎿	U+2A3BF	no accepted official reading
𪐐	U+2A410	no accepted official reading
𪐢	U+2A422	no accepted official reading
𪐵	U+2A435	no accepted official reading
𪐶	U+2A436	no accepted official reading
𪐷	U+2A437	no accepted official reading
𪐾	U+2A43E	no accepted official reading
𪑠	U+2A460	no accepted official reading
𪑵	U+2A475	no accepted official reading
𪒗	U+2A497	no accepted official reading
𪒤	U+2A4A4	no accepted official reading
𪒱	U+2A4B1	no accepted official reading
𪒳	U+2A4B3	no accepted official reading
𪒶	U+2A4B6	no accepted official reading
𪒷	U+2A4B7	no accepted official reading
𪒽	U+2A4BD	no accepted official reading
𪓇	U+2A4C7	no accepted official reading
𪓈	U+2A4C8	no accepted official reading
𪓠	U+2A4E0	no accepted official reading
𪓪	U+2A4EA	no accepted official reading
𪓫	U+2A4EB	no accepted official reading
𪓺	U+2A4FA	no accepted official reading
𪔇	U+2A507	no accepted official reading
𪔚	U+2A51A	no accepted official reading
𪔠	U+2A520	no accepted official reading
𪔡	U+2A521	no accepted official reading
𪔭	U+2A52D	no accepted official reading
𪔲	U+2A532	no accepted official reading
𪔴	U+2A534	no accepted official reading
𪕐	U+2A550	no accepted official reading
𪕕	U+2A555	no accepted official reading
𪕖	U+2A556	no accepted official reading
𪕠	U+2A560	no accepted official reading
𪕣	U+2A563	no accepted official reading
𪕲	U+2A572	no accepted official reading
𪖠	U+2A5A0	no accepted official reading
𪖫	U+2A5AB	no accepted official reading
𪖬	U+2A5AC	no accepted official reading
𪖭	U+2A5AD	no accepted official reading
𪖱	U+2A5B1	no accepted official reading
𪖸	U+2A5B8	no accepted official reading
𪖹	U+2A5B9	no accepted official reading
𪖺	U+2A5BA	no accepted official reading
𪖿	U+2A5BF	no accepted official reading
𪗀	U+2A5C0	no accepted official reading
𪗱	U+2A5F1	no accepted official reading
𪘂	U+2A602	no accepted official reading
𪘌	U+2A60C	no accepted official reading
𪘙	U+2A619	no accepted official reading
𪘚	U+2A61A	no accepted official reading
𪘵	U+2A635	no accepted official reading
𪙕	U+2A655	no accepted official reading
𪙠	U+2A660	no accepted official reading
𪚊	U+2A68A	no accepted official reading
𪚚	U+2A69A	no accepted official reading
𪚡	U+2A6A1	no accepted official reading
𪚣	U+2A6A3	no accepted official reading
𪚩	U+2A6A9	no accepted official reading
𪚲	U+2A6B2	no accepted official reading
𪛅	U+2A6C5	no accepted official reading
𪛇	U+2A6C7	no accepted official reading
𪛞	U+2A6DE	no accepted official reading
𪛟	U+2A6DF	no accepted official reading
𪝕	U+2A755	no accepted official reading
𪞤	U+2A7A4	no accepted official reading
𪟂	U+2A7C2	no accepted official reading
𪠮	U+2A82E	no accepted official reading
𪡜	U+2A85C	no accepted official reading
𪡣	U+2A863	no accepted official reading
𪢭	U+2A8AD	no accepted official reading
𪢶	U+2A8B6	no accepted official reading
𪢹	U+2A8B9	no accepted official reading
𪣪	U+2A8EA	no accepted official reading
𪣯	U+2A8EF	no accepted official reading
𪣷	U+2A8F7	no accepted official reading
𪤘	U+2A918	no accepted official reading
𪥓	U+2A953	no accepted official reading
𪥖	U+2A956	no accepted official reading
𪥲	U+2A972	no accepted official reading
𪧙	U+2A9D9	no accepted official reading
𪨑	U+2AA11	no accepted official reading
𪨨	U+2AA28	no accepted official reading
𪫅	U+2AAC5	no accepted official reading
𪫏	U+2AACF	no accepted official reading
𪫧	U+2AAE7	no accepted official reading
𪫬	U+2AAEC	no accepted official reading
𪬛	U+2AB1B	no accepted official reading
𪮍	U+2AB8D	no accepted official reading
𪯧	U+2ABE7	no accepted official reading
𪰒	U+2AC12	no accepted official reading
𪱳	U+2AC73	no accepted official reading
𪲒	U+2AC92	no accepted official reading
𪲚	U+2AC9A	no accepted official reading
𪲣	U+2ACA3	no accepted official reading
𪲨	U+2ACA8	no accepted official reading
𪲱	U+2ACB1	no accepted official reading
𪴥	U+2AD25	no accepted official reading
𪶍	U+2AD8D	no accepted official reading
𪷿	U+2ADFF	no accepted official reading
𪸝	U+2AE1D	no accepted official reading
𪸷	U+2AE37	no accepted official reading
𪹨	U+2AE68	no accepted official reading
𪹯	U+2AE6F	no accepted official reading
𪹾	U+2AE7E	no accepted official reading
𪻵	U+2AEF5	no accepted official reading
𪼆	U+2AF06	no accepted official reading
𪼓	U+2AF13	no accepted official reading
𪼙	U+2AF19	no accepted official reading
𪼩	U+2AF29	no accepted official reading
𪽓	U+2AF53	no accepted official reading
𫀔	U+2B014	no accepted official reading
𫁥	U+2B065	no accepted official reading
𫂋	U+2B08B	no accepted official reading
𫂚	U+2B09A	no accepted official reading
𫄼	U+2B13C	no accepted official reading
𫆚	U+2B19A	no accepted official reading
𫉀	U+2B240	no accepted official reading
𫉅	U+2B245	no accepted official reading
𫉡	U+2B261	no accepted official reading
𫊉	U+2B289	no accepted official reading
𫋈	U+2B2C8	no accepted official reading
𫋫	U+2B2EB	no accepted official reading
𫌉	U+2B309	no accepted official reading
𫌜	U+2B31C	no accepted official reading
𫍅	U+2B345	no accepted official reading
𫍘	U+2B358	no accepted official reading
𫏖	U+2B3D6	no accepted official reading
𫒩	U+2B4A9	no accepted official reading
𫓒	U+2B4D2	no accepted official reading
𫖠	U+2B5A0	no accepted official reading
𫙗	U+2B657	no accepted official reading
𫙙	U+2B659	no accepted official reading
𫚷	U+2B6B7	no accepted official reading
𫜶	U+2B736	no accepted official reading
𫜺	U+2B73A	no accepted official reading
𫜻	U+2B73B	no accepted official reading
𫜼	U+2B73C	no accepted official reading
𫜽	U+2B73D	no accepted official reading
𫝍	U+2B74D	no accepted official reading
𫝎	U+2B74E	no accepted official reading
𫝏	U+2B74F	no accepted official reading
𫝑	U+2B751	no accepted official reading
𫝗	U+2B757	no accepted official reading
𫝙	U+2B759	no accepted official reading
𫝛	U+2B75B	no accepted official reading
𫝞	U+2B75E	no accepted official reading
𫝰	U+2B770	no accepted official reading
𫝺	U+2B77A	no accepted official reading
𫝻	U+2B77B	no accepted official reading
𫝼	U+2B77C	no accepted official reading
𫝽	U+2B77D	no accepted official reading
𫝾	U+2B77E	no accepted official reading
𫞂	U+2B782	no accepted official reading
𫞄	U+2B784	no accepted official reading
𫞎	U+2B78E	no accepted official reading
𫞕	U+2B795	no accepted official reading
𫞟	U+2B79F	no accepted official reading
𫞫	U+2B7AB	no accepted official reading
𫞭	U+2B7AD	no accepted official reading
𫞯	U+2B7AF	no accepted official reading
𫞰	U+2B7B0	no accepted official reading
𫞲	U+2B7B2	no accepted official reading
𫞳	U+2B7B3	no accepted official reading
𫞻	U+2B7BB	no accepted official reading
𫞼	U+2B7BC	no accepted official reading
𫞽	U+2B7BD	no accepted official reading
𫟂	U+2B7C2	no accepted official reading
𫟊	U+2B7CA	no accepted official reading
𫟗	U+2B7D7	no accepted official reading
𫟙	U+2B7D9	no accepted official reading
𫟣	U+2B7E3	no accepted official reading
𫟧	U+2B7E7	no accepted official reading
𫟮	U+2B7EE	no accepted official reading
𫠄	U+2B804	no accepted official reading
𫠎	U+2B80E	no accepted official reading
𫠙	U+2B819	no accepted official reading
𫠛	U+2B81B	no accepted official reading
𫠝	U+2B81D	no accepted official reading
𫠡	U+2B821	no accepted official reading
𫠢	U+2B822	no accepted official reading
𫠧	U+2B827	no accepted official reading
𫠨	U+2B828	no accepted official reading
𫠩	U+2B829	no accepted official reading
𫠪	U+2B82A	no accepted official reading
𫠫	U+2B82B	no accepted official reading
𫠬	U+2B82C	no accepted official reading
𫠭	U+2B82D	no accepted official reading
𫠮	U+2B82E	no accepted official reading
𫠯	U+2B82F	no accepted official reading
𫠰	U+2B830	no accepted official reading
𫠱	U+2B831	no accepted official reading
𫠲	U+2B832	no accepted official reading
𫠳	U+2B833	no accepted official reading
𫠴	U+2B834	no accepted official reading
𫠵	U+2B835	no accepted official reading
𫠶	U+2B836	no accepted official reading
𫠷	U+2B837	no accepted official reading
𫠸	U+2B838	no accepted official reading
𫠹	U+2B839	no accepted official reading
𫠺	U+2B83A	no accepted official reading
𫠻	U+2B83B	no accepted official reading
𫠼	U+2B83C	no accepted official reading
𫠽	U+2B83D	no accepted official reading
𫠾	U+2B83E	no accepted official reading
𫠿	U+2B83F	no accepted official reading
𫡀	U+2B840	no accepted official reading
𫡁	U+2B841	no accepted official reading
𫡂	U+2B842	no accepted official reading
𫡃	U+2B843	no accepted official reading
𫡄	U+2B844	no accepted official reading
𫡇	U+2B847	no accepted official reading
𫡈	U+2B848	no accepted official reading
𫡉	U+2B849	no accepted official reading
𫡊	U+2B84A	no accepted official reading
𫡋	U+2B84B	no accepted official reading
𫡌	U+2B84C	no accepted official reading
𫡍	U+2B84D	no accepted official reading
𫡎	U+2B84E	no accepted official reading
𫡐	U+2B850	no accepted official reading
𫡔	U+2B854	no accepted official reading
𫡖	U+2B856	no accepted official reading
𫡗	U+2B857	no accepted official reading
𫡘	U+2B858	no accepted official reading
𫡚	U+2B85A	no accepted official reading
𫡛	U+2B85B	no accepted official reading
𫡜	U+2B85C	no accepted official reading
𫡝	U+2B85D	no accepted official reading
𫡞	U+2B85E	no accepted official reading
𫡟	U+2B85F	no accepted official reading
𫡠	U+2B860	no accepted official reading
𫡡	U+2B861	no accepted official reading
𫡢	U+2B862	no accepted official reading
𫡣	U+2B863	no accepted official reading
𫡤	U+2B864	no accepted official reading
𫡥	U+2B865	no accepted official reading
𫡦	U+2B866	no accepted official reading
𫡧	U+2B867	no accepted official reading
𫡨	U+2B868	no accepted official reading
𫡩	U+2B869	no accepted official reading
𫡪	U+2B86A	no accepted official reading
𫡫	U+2B86B	no accepted official reading
𫡭	U+2B86D	no accepted official reading
𫡮	U+2B86E	no accepted official reading
𫡯	U+2B86F	no accepted official reading
𫡱	U+2B871	no accepted official reading
𫡲	U+2B872	no accepted official reading
𫡳	U+2B873	no accepted official reading
𫡴	U+2B874	no accepted official reading
𫡵	U+2B875	no accepted official reading
𫡷	U+2B877	no accepted official reading
𫡸	U+2B878	no accepted official reading
𫡹	U+2B879	no accepted official reading
𫡺	U+2B87A	no accepted official reading
𫡻	U+2B87B	no accepted official reading
𫡽	U+2B87D	no accepted official reading
𫡾	U+2B87E	no accepted official reading
𫡿	U+2B87F	no accepted official reading
𫢀	U+2B880	no accepted official reading
𫢂	U+2B882	no accepted official reading
𫢃	U+2B883	no accepted official reading
𫢄	U+2B884	no accepted official reading
𫢅	U+2B885	no accepted official reading
𫢉	U+2B889	no accepted official reading
𫢊	U+2B88A	no accepted official reading
𫢋	U+2B88B	no accepted official reading
𫢍	U+2B88D	no accepted official reading
𫢏	U+2B88F	no accepted official reading
𫢐	U+2B890	no accepted official reading
𫢖	U+2B896	no accepted official reading
𫢗	U+2B897	no accepted official reading
𫢚	U+2B89A	no accepted official reading
𫢜	U+2B89C	no accepted official reading
𫢞	U+2B89E	no accepted official reading
𫢟	U+2B89F	no accepted official reading
𫢠	U+2B8A0	no accepted official reading
𫢡	U+2B8A1	no accepted official reading
